단축코드,한글명,group_tag
35510,신세계 I&C                              ST3002900000000 NN0NNN NNNNNNNNN0NNNNNNNN0000152600000100001NNN00NNN000000050Y0900000001022700000000005002006051800000000001398000000000000699045000012       0 NNY,6
37710,광주신세계                              ST3001600000000 NN0NNN NNNNNNNNN0NNNNNNNN0000302000000100001NNN00NNN000000040Y0900000000228340000000010002002020700000000000795700000000000795719000012       0 NNY00,2
39570,HDC랩스                                 ST3001800000000 NN0NNN NNNNNNNNN0NNNNNNNN0000081400000100001NNN00NNN000000040Y0900000000165840000000005002015092400000000002595700000000001297880050012       0 NN,6
42670,HD현대인프라코어                        ST2002700120000 NY2NNY NNNNNNNNN0NNNNYNNY0000157500000100001NNN00NNN000000030Y0900000050781910000000010002001020200000000018885100000000019953861800012       0 NYY0000,5
44450,KSS해운                                 ST3001900000000 NN0NNN NNNNNNNNN0NNNNNNNN0000093200000100001NNN00NNN000000050Y0900000000450260000000005002007102600000000002308500000000001159294000012       0 NN,3
44820,코스맥스비티아이                        ST3002100000000 NN0NNN NNNNNNNNN0NNNNNNNN0000143600000100001NNN00NNN000000100N0900000000959940000000005002006111300000000000960300000000000480196050012       0 NNY00000,3
51900,LG생활건강                              ST1002700080000 NN7YNY NYNNNNNNN0NNNNNNNY0002870000000100001NNN00NNN000000040Y0900000000810960000000050002001042500000000001530200000000007809098500012       0 NYY0,5
53690,한미글로벌                              ST3002600000000 NN0NNN NNNNNNNNN0NNNNNNNN0000206500000100001NNN00NNN000000100N0900000001511500000000005002009062300000000001095700000000000547877500012       0 NNY00,1
57050,현대홈쇼핑                              ST2001600000000 NN0NNN NNNNNNNNN0NNNNNNNN0000530000000100001NNN00NNN000000030Y0900000000165870000000050002010091300000000001200000000000006000000000012       0 NNY00,6
58430,포스코스틸리온                          ST3002700110000 NN0NNN NNNNNNNNN0NNNNNNNN0000387000000100001NNN00NNN000000060Y0900000000151730000000050002002081600000000000600000000000003000000000012       0 NNY0000,6
58850,KTcs                                    ST3002900000000 NN0NNN NNNNNNNNN0NNNNNNNN0000029300000100001NNN00NNN000000060Y0900000003887840000000005002010091600000000004268500000000002384250000012       0,1
58860,KTis                                    ST3002900000000 NN0NNN NNNNNNNNN0NNNNNNNN0000027200000100001NNN00NNN000000100N0900000000925530000000005002010121700000000003480200000000001740100000012       0,3
60980,HL홀딩스                                ST3002100000000 NN0NNY NNYNNNNNN0NNNNNNNN0000402000000100001NNN00NNN000000040Y0900000000294380000000050002010051900000000000921300000000005508618000012       0 NNY,0
64400,LG씨엔에스                              ST1002900000000 N 0NNY NY    N  0  N     0000630000000100001NNN00NNN000000030Y0900000016127600000000005002025020500000000009688500000000005204270850012       0 NNY0,5
68290,삼성출판사                              ST3003000000000 NN0NNN NNNNNNNNN0NNNNNNNN0000162800000100001NNN00NNN000000100N0900000000175500000000005002002080500000000001000000000000000500000000012       0 NNY00,6
69260,TKG휴켐스                               ST2002700080000 NN4NNY NNNNNNNYN0NNNNNNNN0000180500000100001NNN00NNN000000030Y0900000000942400000000010002002100700000000004087800000000004087858800012       0 NYY,6
69620,대웅제약                                ST2002700090000 NNANNY NNNNYNNNN0NNNNNNNN0001367000000100001NNN00NNN000000030Y0900000000372340000000025002002110100000000001158600000000002896643750012       0 NYY0,4
71320,지역난방공사                            ST2001700000000 NN7NNY NNNNNNNNN0NNNNNNNN0000959000000100001NNN00NNN000000050Y0900000000209600000000050002010012900000000001157800000000005789372000012       0 NYY000,3
72130,유엔젤                                  ST3002900000000 NN0NNN NNNNNNNNN0NNNNNNNN0000054100000100001NNN00NNN000000100N0900000001698530000000005002003070100000000001289500000000000659772700012       0 NNY,0
72710,농심홀딩스                              ST3002100000000 NN0NNN NNNNNNNNN0NNNNNNNN0000933000000100001NNN00NNN000000040Y0900000000367870000000050002003073000000000000463700000000002318895000012       0 NNY00,6
77500,유니퀘스트                              ST3001600000000 NN0NNN NNNNNNNNN0NNNNNNNN0000065600000100001NNN00NNN000000060Y0900000001875280000000005002004080500000000002160000000000001149102600012       0 NNY00,0
78520,에이블씨엔씨                            ST3002700080000 NN0NNN NNNNNNNNN0NNNNNNNN0000099500000100001NNN00NNN000000100N0900000005397630000000005002011090700000000002601400000000001351672950012       0 NNY000,7
78930,GS                                      ST1002100000000 NN4YNY NYNNNNNYN0NNNNNNNN0000487000000100001NNN00NNN000000030Y0900000002058970000000050002004080500000000009291500000000046457689000012       0,5
79430,현대리바트                              ST3002700000000 NN0NNN NNNNNNNNN0NNNNNNNN0000066800000100001NNN00NNN000000060Y0900000000678650000000010002005112200000000002053500000000002053528200012       0 NNY00,6
81000,일진다이아                              ST3002700080000 NN0NNN NNNNNNNNN0NNNNNNNN0000140000000100001NNN00NNN000000060Y0900000001010390000000010002004122200000000001420200000000001420297500012       0 NNY00,6
83420,그린케미칼                              ST3002700080000 NN0NNN NNNNNNNNN0NNNNNNNN0000066700000100001NNN00NNN000000060Y0900000001313390000000005002005102000000000002400000000000001200000000012       0 NNY00,0
84010,대한제강                                ST3002700110000 NN0NNY NNNNNNNNY0NNNNNNNN0000147400000100001NNN00NNN000000040Y0900000000221030000000010002005103100000000002341400000000002464673400012       0 NNY0,6
84690,대상홀딩스                              ST3002100000000 NN0NNN NNNNNNNNN0NNNNNNNN0000092300000100001NNN00NNN000000040Y0900000001004230000000010002005081700000000003621200000000003621253800012       0 NNY00,3
89470,HDC현대EP                               ST3002700080000 NN0NNN NNNNNNNNN0NNNNNNNN0000038600000100001NNN00NNN000000100N0900000001211640000000005002006092500000000003190000000000001720000000012       0 NN,6
90350,노루페인트                              ST3002700080000 NN0NNN NNNNNNNNN0NNNNNNNN0000085400000100001NNN00NNN000000050Y0900000001257210000000005002006070300000000002000000000000001000000000012       0 NNY00,6
90430,아모레퍼시픽                            ST1002700080000 NN7YYY YYNNNNNNN0NNNNNNNY0001217000000100001NNN00NNN000000020Y0900000003473670000000005002006062900000000005849200000000002924637950012       0 NYY000,5
92230,KPX홀딩스                               ST3002700080000 NN0NNN NNNNNNNNN0NNNNNNNN0000674000000100001NNN00NNN000000100N0900000000023320000000050002006101200000000000422400000000002112323000012       0 NNY,6
92790,넥스틸                                  ST3002700110000 N 0NNN NN    N  0  N     0000118600000100001NNN00NNN000000060Y0900000014326950000000005002023082100000000002600200000000001300100000012       0 NNY,2
93050,LF                                      ST2002700060000 NN0NNN NNNNNNNNN0NNNNNNNN0000183000000100001NNN00NNN000000040Y0900000000560220000000050002006120100000000002924000000000014620000000012       0,6
94280,효성ITX                                 ST3002600000000 NN0NNN NNNNNNNNN0NNNNNNNN0000126200000100001NNN00NNN000000100N0900000000119710000000005002007102500000000001155800000000000577910000012       0 NN,7
96760,JW홀딩스                                ST3002100000000 NN0NNY NNNNYNNNN0NNNNNNNN0000032500000100001NNN00NNN000000040Y0900000001159540000000005002007073100000000007392400000000003696247100012       0 NNY,3
97520,엠씨넥스                                ST3002700130000 NN0NNN NNNNNNNNN0NNNNNNNN0000310500000100001NNN00NNN000000040Y0900000000810250000000005002021070600000000001798000000000000911993800012       0 NNY0,2
97950,CJ제일제당                              ST2002700050000 NN7YNY NNNNNNNNN0NNNNNNNY0002305000000100001NNN00NNN000000030Y0900000000538080000000050002007092800000000001505400000000007527093000012       0 NYY0,5
101530,해태제과식품                            ST3002700050000 NN0NNN NNNNNNNNN0NNNNNNNN0000063500000100001NNN00NNN000000060Y0900000000569020000000005002016051100000000002911600000000001455841100012       0 NNY000,3
102260,동성케미컬                              ST3002700080000 NN0NNY NNNNNNNYN0NNNNNNNN0000040000000100001NNN00NNN000000050Y0900000002279380000000010002008062300000000005017600000000005017679100012       0 NNY00,6
103140,풍산                                    ST2002700110000 NN3NNY NNNNNNNNY0NNNNNNNN0001198000000100001NNN00NNN000000030Y0900000002722050000000050002008073000000000002802400000000014012139000012       0 NY,5
104700,한국철강                                ST3002700110000 NN0NNY NNNNNNNNY0NNNNNNNN0000100500000100001NNN00NNN000000060Y0900000000219240000000010002008092900000000003645000000000004605000000012       0 NNY0,6
105630,한세실업                                ST3002700060000 NN0NNN NNNNNNNNN0NNNNNNNN0000104600000100001NNN00NNN000000040Y0900000001022130000000005002009032000000000004000000000000002000000000012       0 NNY0,3
107590,미원홀딩스                              ST3002100000000 YN0NNN NNNNNNNNN0NNNNNNNN0000718000000100001NNN00NNN000000100N0900000000005220000000005002009030200000000000232000000000000131588700012       0 NNY00,2
111770,영원무역                                ST2001600000000 NN8NNY NNNNNNNNN0NNNNNNNN0000589000000100001NNN00NNN000000030Y0900000000650380000000005002009073000000000004431100000000002215573400012       0 NYY0,2
114090,GKL                                     ST2003000000000 NN8NNY NNNNNNNNN0NNNNNNNN0000157700000100001NNN00NNN000000100N0900000002201070000000005002009111900000000006185500000000003092783500012       0,7
117580,대성에너지                              ST3001700000000 NN0NNN NNNNNNNNN0NNNNNNNN0000082600000100001NNN00NNN000000060Y0900000000567430000000010002010122400000000002750000000000002750000000012       0 NNY00,1
120110,코오롱인더                              ST2002700080000 NN4NNY NNNNNNNYN0NNNNNNNN0000362000000100001NNN00NNN000000030Y0900000001150150000000050002010020100000000002751900000000013759545500012       0 NYY00,6
134380,미원화학                                ST3002700080000 YN0NNN NNNNNNNNN0NNNNNNNN0000872000000100001NNN00NNN000000100N0900000000001610000000010002011021500000000000219900000000000240408000012       0 NNY0,2
138490,코오롱ENP                               ST3002700080000 NN0NNN NNNNNNNNN0NNNNNNNN0000078100000100001NNN00NNN000000060Y0900000000915960000000010002011061500000000003800000000000003800000000012       0 NNY,1
145720,덴티움                                  ST2002700140000 N ANNY NN    N  0  N     0000570000000100001NNN00NNN000000030Y0900000000355440000000005002017031500000000001106800000000000618441500012       0 NYY,2
145990,삼양사                                  ST3002700050000 NN0NNN NNNNNNNNN0NNNNNNNN0000509000000100001NNN00NNN000000040Y0900000000127320000000050002011120500000000001031300000000005156724500012       0 NNY,6
161390,한국타이어앤테크놀로지                  ST1002700080000 NN8YNY NYYNNNNNN0NNNNNNNY0000461000000100001NNN00NNN000000030Y0900000005455210000000005002012100400000000012387500000000006193753450012       0 NYY00010333,5
161890,한국콜마                                ST2002700080000 NN7NNY NNNNNNNNN0NNNNNNNN0000764000000100001NNN00NNN000000030Y0900000002205020000000005002012101900000000002360500000000001180253850012       0 NYY0,7
163560,동일고무벨트                            ST3002700080000 NN0NNN NNNNNNNNN0NNNNNNNN0000068000000100001NNN00NNN000000100N0900000000269270000000005002012101900000000001390000000000000695000000012       0 NNY000,6
178920,PI첨단소재                              ST3002700080000 NN0NNY NNNNNNNYN0NNNNNNNN0000178000000100001NNN00NNN000000060Y0900000001341800000000005002021080900000000002936600000000001468316100012       0 NNY0,0
180640,한진칼                                  ST1002100000000 NN8YNY NYNNNNNNN0NNNNNNYN0001145000000100001NNN00NNN000000020Y0900000001578560000000025002013091600000000006676200000000016690569750012       0 NYY,5
185750,종근당                                  ST2002700090000 NNANNY NNNNYNNNN0NNNNNNNN0000823000000100001NNN00NNN000000030Y0900000000339670000000025002013120600000000001380200000000003450695000012       0 NYY,0
192080,더블유게임즈                            ST2002900000000 NN8NNY NNNNNNNNN0NNNNNNNN0000501000000100001NNN00NNN000000030Y0900000000622000000000005002019031200000000002149500000000001083982550012       0 NYY000,2
204320,HL만도                                  ST2002700150000 NN8NNY NNYNNNNNN0NNNNNNNN0000364500000100001NNN00NNN000000040Y0900000005204500000000010002014100600000000004695700000000004695712000012       0 NY,3
210540,디와이파워                              ST3002700120000 NN0NNN NNNNNNNNN0NNNNNNNN0000127000000100001NNN00NNN000000060Y0900000000458160000000005002015011500000000001104100000000000552085400012       0 NNY00,6
210980,SK디앤디                                ST3002800000000 NN0NNN NNNNNNNNN0NNNNNNNN0000127500000100001NNN00NNN000000060Y0900000000354390000000010002015062300000000001861700000000001861738200012       0 NNY,3
214390,경보제약                                ST3002700090000 NN0NNY NNNNYNNNN0NNNNNNNN0000058100000100001NNN00NNN000000050Y0900000000277840000000005002015062900000000002390600000000001195343000012       0 NNY0,0
214420,토니모리                                ST3002700080000 NN0NNN NNNNNNNNN0NNNNNNNN0000100400000100001NNN00NNN000000100N0900000025939160000000002002015071000000000002405400000000000481095980012       0 NNY0,7
234080,JW생명과학                              ST3002700090000 N 0NNN NN    N  0  N     0000134500000100001NNN00NNN000000050Y0900000000489800000000025002016102700000000001583400000000003958638500012       0 NNY0,1
241560,두산밥캣                                ST1002700120000 N 2YNY NY    N  0  N     0000631000000100001NNN00NNN000000030Y0900000005684910000000005002016111800000000009585600000000005012458300012       0 NYY0,5
244920,에이플러스에셋                          ST3002100000000 N 0NNN NN    N  0  N     0000061200000100001NNN00NNN000000100N0900000004879920000000005002020112000000000002260700000000001130384650012       0 NNY0000,4
248170,샘표식품                                ST3002700050000 NN0NNN NNNNNNNNN0NNNNNNNN0000267500000100001NNN00NNN000000060Y0900000000351750000000005002016080900000000000456800000000000228414300012       0 NNY0,6
264900,크라운제과                              ST3002700050000 N 0NNN NN    N  0  N     0000088600000100001NNN00NNN000000100N0900000000192960000000002002017041100000000001252300000000000250477000012       0 NNY00,2
267270,HD현대건설기계                          ST2002700120000 N 0NNY NN    N  0  N     0001033000000100001NNN00NNN000000030Y0900000004298360000000050002017051000000000001735700000000009397649500012       0 NYY000,0
267850,아시아나IDT                             ST3002900000000 N 0NNN NN    N  0  N     0000117100000100001NNN00NNN000000060Y0900000000053930000000005002018112300000000001110000000000000555000000012       0 NNY0,6
268280,미원에스씨                              ST2002700080000 N 4NNN NN    N  0  N     0001373000000100001NNN00NNN000000030Y0900000000009310000000005002017052200000000000500000000000000263394550012       0 NNY00,2
272550,삼양패키징                              ST3002700080000 N 0NNN NN    N  0  N     0000144100000100001NNN00NNN000000060Y0900000000830810000000050002017112900000000001533000000000007894335500012       0 NNY00,6
281820,케이씨텍                                ST2002700140000 N 0NNY NN    N  0  N     0000382000000100001NNN00NNN000000030Y0900000000815430000000005002017120500000000002069000000000001043077800012       0 NYY0,0
286940,롯데이노베이트                          ST3002900000000 N 0NNN NN    N  0  N     0000206000000100001NNN00NNN000000040Y0900000000280900000000050002018072700000000001512900000000007564683500012       0 NNY0000,0
293480,하나제약                                ST3002700090000 N 0NNN NN    N  0  N     0000115700000100001NNN00NNN000000050Y0900000000521090000000005002018100200000000001777200000000000888647300012       0 NNY0,6
294870,HDC현대산업개발                         ST2001800000000 N 0NNY NN    N  0  N     0000191600000100001NNN00NNN000000030Y0900000004507050000000050002018061200000000006590700000000032953665000012       0 NYY000,3
298020,효성티앤씨                              ST2002700080000 N 4NNY NN    N  0  N     0002110000000100001NNN00NNN000000040Y0900000000173360000000050002018071300000000000432700000000002163841000012       0 NYY00,2
300720,한일시멘트                              ST2002700100000 N 1NNY NN    N  0  N     0000179700000100001NNN00NNN000000030Y0900000001009240000000005002018080600000000006926100000000003463077000012       0 NYY00,2
453340,현대그린푸드                            ST2001600000000 N 0NNN NN    N  0  N     0000149100000100001NNN00NNN000000040Y0900000000387990000000005002023041000000000003281900000000001694045700012       0 NNY000,1
462520,조선내화                                ST3002700100000 N 0NNN NN    N  0  N     0000143700000100001NNN00NNN000000100N0900000000119730000000005002023072800000000001185500000000000592758400012       0 NNY0,2
1540,안국약품                                ST3100910240000NNY NNNYNNNN0NNNNNNNN0000078200000100001NNN00NNN000000100N0900000000129720000000005002000061500000000001304200000000000652121000012       0 NN0000015,6
2230,피에스텍                                ST3100910290000NNN NNNNNNNN0NNNNNNNN0000042100000100001NNN00NNN000000100N0900000000144870000000005001991010400000000001927300000000000983462150012       0 NN0000005,6
2290,삼일기업공사                            ST3101000000000NNN NNNNNNNN0NNNNNNNN0000036150000100001NNN00NNN000000100N0900000000554350000000005001992113000000000001240000000000000620000000012       0 NN000001127,6
2800,신신제약                                ST3100910240000 NN N    N  0  N    N0000051900000100001NNN00NNN000000100N0900000000640690000000005002017022800000000001517000000000000758525000012       0 NN0000005,0
3100,선광                                    ST3101300000000NNN NNNNNNNN0NNNNNNNN0000184400000100001NNN00NNN000000100N0900000000135680000000010001999122100000000000660000000000000660000000012       0 NN00000,6
3310,대주산업                                ST3100910190000NNN NNNNNNNN0NNNNNNNN0000015470000100001NNN00NNN000000100N0900000004463040000000005001992080100000000003539200000000001869617500012       0 NN0000005,6
3800,에이스침대                              ST2100910310000NNN NNNNNNNN0NNNNNNNN0000269000000100001NNN00NNN000000100N0900000000124260000000010001996050300000000001109000000000001109000000012       0 NN00000157,2
4590,한국가구                                ST3101100000000NNN NNNNNNNN0NNNNNNNN0000049450000100001NNN00NNN000000100N0900000000252650000000001001993060300000000001500000000000000150000000012       0 NN0000006,6
4650,창해에탄올                              ST3100910190000NNN NNNNNNNN0NNNNNNNN0000097100000100001NNN00NNN000000100N0900000000222360000000005002014073000000000000919000000000000459544250012       0 NN00000062,2
4780,대륙제관                                ST3100910260000NNN NNNNNNNN0NNNNNNNN0000036300000100001NNN00NNN000000100N0900000000182060000000005001994122900000000001590300000000000795159950012       0 NN0000027,6
5290,동진쎄미켐                              ST1100910230000NNY NNNNNNYN0NNNNNNNY0000424000000100001NNN00NNN000000030Y0900000005301080000000005001999122100000000005141400000000002570724700012       0 NY00000744,7
5670,푸드웰                                  ST3100910190000NNN NNNNNNNN0NNNNNNNN0000085500000100001NNN00NNN000000100N0900000001417410000000005001993120700000000001000000000000000500000000012       0 NN000001,1
5860,한일사료                                ST3100910190000NNN NNNNNNNN0NNNNNNNN0000032200000100001NNN00NNN000000060Y0900000001969590000000005001994110700000000003940300000000001970184250012       0 NN0000021,0
5990,매일홀딩스                              ST3100910190000NNN NNNNNNNN0NNNNNNNN0000107900000100001NNN00NNN000000100N0900000000069100000000005001999051400000000001329800000000000685915200012       0 NN00001085,6
6140,피제이전자                              ST3100910290000NNN NNNNNNNN0NNNNNNNN0000052400000100001NNN00NNN000000100N0900000000664600000000005001993120700000000001500000000000000750000000012       0 NN00000169,6
8370,원풍                                    ST3100910230000NNN NNNNNNNN0NNNNNNNN0000051600000100001NNN00NNN000000100N0900000000137600000000005001992121800000000001200000000000000600000000012       0 NN00000,1
9300,삼아제약                                ST3100910240000NNN NNNNNNNN0NNNNNNNN0000166100000100001NNN00NNN000000060Y0900000000121260000000010002000071900000000000637000000000000637000000012       0 NN0000004,6
9780,엠에스씨                                ST3100910190000NNN NNNNNNNN0NNNNNNNN0000092900000100001NNN00NNN000000060Y0900000001552020000000005001993101200000000001760000000000000880000000012       0 NN0000009,1
10240,흥국                                    ST3100910270000NNN NNNNNNNN0NNNNNNNN0000048900000100001NNN00NNN000000100N0900000000165840000000005002009051200000000001232200000000000616134800012       0 NN00000,6
10470,오리콤                                  ST3100600000000NNN NNNNNNNN0NNNNNNNN0000059300000100001NNN00NNN000000100N0900000000291480000000010002000102400000000001197500000000001197505000012       0 NN000001,6
11320,유니크                                  ST3100910300000NNN NNNNNNNN0NNNNNNNN0000038650000100001NNN00NNN000000100N0900000000672920000000005001993122900000000001932000000000000966034750012       0 NN000002,3
11560,세보엠이씨                              ST3101000000000NNN NNNNNNNN0NNNNNNNN0000129600000100001NNN00NNN000000060Y0900000000218100000000005001996122300000000001053000000000000526500000012       0 NN00000352,1
12790,신일제약                                ST3100910240000NNN NNNNNNNN0NNNNNNNN0000059400000100001NNN00NNN000000100N0900000001206690000000005001999081300000000001198600000000000599320750012       0 NN0000008,6
13030,하이록코리아                            ST2100910260000NNY NNNNNNNN0NNNNYNNN0000371000000100001NNN00NNN000000040Y0900000001252860000000005001989121500000000001176800000000000680661600012       0 NN000001034,2
14570,고려제약                                ST3100910240000NNN NNNNNNNN0NNNNNNNN0000042300000100001NNN00NNN000000100N0900000000130860000000005002000120700000000001100000000000000550000000012       0 NN0000007,6
14620,성광벤드                                ST1100910260000NNY NNNNNNNN0NYNNNNNY0000318000000100001NNN00NNN000000030Y0900000002320180000000005002001011100000000002655700000000001430000000012       0 NN0000012,0
15710,코콤                                    ST3100910280000NNN NNNNNNNN0NNNNNNNN0000037300000100001NNN00NNN000000100N0900000000427500000000005001997093000000000001753000000000000876525000012       0 NN00000,0
15750,성우하이텍                              ST2100910300000NNY NYNNNNNN0NNNNNNNY0000066500000100001NNN00NNN000000040Y0900000018401340000000005001995110400000000008000000000000004000000000012       0 NN00002202,3
17480,삼현철강                                ST3100910260000NNN NNNNNNNN0NNNNNNNN0000046100000100001NNN00NNN000000100N0900000000298920000000005002001010900000000001570200000000000855144500012       0 NN0000022,6
17510,세명전기                                ST3100910260000NNN NNNNNNNN0NNNNNNNN0000113900000100001NNN00NNN000000100N0900000029159910000000005001991122600000000001524600000000000762300000012       0 NN0000001,4
17890,한국알콜                                ST2100910230000NNN NNNNNNNN0NNNNNNNN0000094700000100001NNN00NNN000000050Y0900000000856880000000005001992080400000000002127300000000001080288000012       0 NN0000021,6
18120,진로발효                                ST3100910190000NNN NNNNNNNN0NNNNNNNN0000183500000100001NNN00NNN000000100N0900000000016660000000005001993122900000000000662100000000000353301000012       0 NN0000005,2
18310,삼목에스폼                              ST2100910260000NNN NNNNNNNN0NNNNNNNN0000200500000100001NNN00NNN000000040Y0900000000155650000000005001996050300000000001470000000000000735000000012       0 NN00000170,6
19210,와이지-원                               ST3100910260000NNY NNNNNNNN0NNNNYNNN0000050800000100001NNN00NNN000000050Y0900000000874710000000005001997080600000000003357300000000001678690950012       0 NN0000029,3
19770,서연탑메탈                              ST3100910270000NNN NNNNNNNN0NNNNNNNN0000038150000100001NNN00NNN000000100N0900000000422140000000005002011062400000000001165000000000000582500000012       0 NN00000182,1
21080,에이티넘인베스트                        ST3101400000000NNN NNNNNNNN0NNNNNNNN0000025050000100001NNN00NNN000000060Y0900000001400280000000005001991071200000000004800000000000002400000000012       0 NN00000051700,6
23160,태광                                    ST2100910260000NNY NNNNNNNN0NNNNYNNN0000269000000100001NNN00NNN000000030Y0900000003768450000000005001994090700000000002650000000000001325000000012       0 NN00000,0
23900,풍국주정                                ST3100910190000NNN NNNNNNNN0NNNNNNNN0000092700000100001NNN00NNN000000100N0900000000551410000000005001994112300000000001260000000000000630000000012       0 NN0000008,6
23910,대한약품                                ST3100910240000NNN NNNNNNNN0NNNNNNNN0000291500000100001NNN00NNN000000050Y0900000000228700000000005001994112300000000000600000000000000300000000012       0 NN0000020,2
24880,케이피에프                              ST3100910260000NNN NNNNNNNN0NNNNNNNN0000053600000100001NNN00NNN000000100N0900000001055940000000005001994122900000000002068200000000001034139900012       0 NN00000394,3
24940,PN풍년                                  ST3101100000000NNN NNNNNNNN0NNNNNNNN0000049950000100001NNN00NNN000000100N0900000000528730000000005001995010400000000001000000000000000500000000012       0 NN00000,0
25880,케이씨피드                              ST3100910190000NNN NNNNNNNN0NNNNNNNN0000025800000100001NNN00NNN000000100N0900000000752270000000005001995070700000000001671500000000000835792900012       0 NN00000057,1
25950,동신건설                                ST3101000000000NNN NNNNNNNN0NNNNNNNN0000155000000100001NNN00NNN000000060Y0900000000209600000000005001995080700000000000840000000000000420000000012       0 NN0000006,4
27360,아주IB투자                              ST2101400000000 NN N    N  0  N    N0000021050000100001NNN00NNN000000060Y0900000002409830000000005002018112100000000012114500000000006057270300012       0 NN0000002,0
30520,한글과컴퓨터                            ST1000000000000NNN NNNNNNNN0NNNNNNNY0000244000000100001NNN00NNN000000100N0900000001345030000000005001996092400000000002417900000000001346567400012       0 NN000001473,7
31330,에스에이엠티                            ST2101100000000NNN NNNNNNNN0NNNNNNNN0000037400000100001NNN00NNN000000040Y0900000011194410000000005002000052300000000009999500000000004999753350012       0 NN000016824,3
31980,피에스케이홀딩스                        ST1100910270000NNY NNYNNNNN0NNNNNNNY0000507000000100001NNN00NNN000000100N0900000002863720000000005001997010700000000002156200000000001078119750012       0 NY00000065800,7
32300,한국파마                                ST3100910240000 NN N    N  0  N    N0000133200000100001NNN00NNN000000060Y0900000000113940000000005002020081000000000001090600000000000545335050012       0 NN0000008,4
32850,비트컴퓨터                              ST3000000000000NNN NNNNNNNN0NNNNNNNN0000045700000100001NNN00NNN000000100N0900000000969000000000005001997070400000000001662300000000000831164650012       0 NN00000016,1
33130,디지틀조선                              ST3000000000000NNN NNNNNNNN0NNNNNNNN0000014550000100001NNN00NNN000000100N0900000001585560000000005001997080600000000003711500000000001855763350012       0 NN00000018,6
34810,해성산업                                ST2101400000000NNN NNNNNNNN0NNNNNNNN0000075000000100001NNN00NNN000000060Y0900000000372990000000005001999041600000000003255600000000001627842850012       0 NN0000111,4
35600,KG이니시스                              ST2000000000000NNN NNNNNNNN0NNNNNNNN0000102800000100001NNN00NNN000000040Y0900000001812110000000005002002112200000000002755400000000001395221700012       0 NN0000065,3
35810,이지홀딩스                              ST2100910190000NNN NNNNNNNN0NNNNNNNN0000038400000100001NNN00NNN000000060Y0900000001576460000000005001999112300000000006451600000000003294886200012       0 NN00001673,3
36200,유니셈                                  ST2100910270000NNN NNNNNNNN0NNNNNNNN0000100100000100001NNN00NNN000000060Y0900000003592090000000005001999121000000000003066400000000001533211150012       0 NN000001,0
36560,KZ정밀                                  ST2100910270000NNN NNNNNNNN0NNNNNNNN0000149900000100001NNN00NNN000000050Y0900000000125860000000005001999122800000000001575000000000000787500000012       0 NN00000,2
36640,HRS                                     ST3100910230000NNN NNNNNNNN0NNNNNNNN0000051900000100001NNN00NNN000000100N0900000001105150000000005002000053000000000001635400000000000817740000012       0 NN000,1
36670,삼양케이씨아이                          ST3100910230000NNN NNNNNNNN0NNNNNNNN0000069600000100001NNN00NNN000000100N0900000000198700000000005002001010300000000001127000000000000563500000012       0 NN0000011020,1
36800,나이스정보통신                          ST2000000000000NNN NNNNNNNN0NNNNNNNN0000225000000100001NNN00NNN000000100N0900000000268780000000005002000050300000000001000000000000000500000000012       0 NN0000052410,3
36830,솔브레인홀딩스                          ST1100600000000NNY NNNNNNYN0NNNNNNNY0000441500000100001NNN00NNN000000030Y0900000000839710000000005002000011800000000002096400000000001048202800012       0 NY0000031800,6
36890,진성티이씨                              ST2100910270000NNN NNNNNNNN0NNNNNNNN0000133800000100001NNN00NNN000000040Y0900000002116230000000005002000072000000000002203200000000001124113400012       0 NN00000223,1
36930,주성엔지니어링                          ST1100910270000NNY NNYNNNNN0NNNNNNNY0000310000000100001NNN00NNN000000060Y0900000003327090000000005001999122400000000004726800000000002412460600012       0 NY0000019960,7
37440,희림                                    ST3100600000000NNN NNNNNNNN0NNNNNNNN0000042700000100001NNN00NNN000000100N0900000001468890000000005002000020300000000001392200000000000696123750012       0 NN00000,3
38390,레드캡투어                              ST3100600000000NNN NNNNNNNN0NNNNNNNN0000113200000100001NNN00NNN000000060Y0900000000538610000000005002000020100000000001672000000000000847494550012       0 NN00000200,3
38500,삼표시멘트                              ST2100910250000NNN NNNNNNNN0NNNNNNNN0000030000000100001NNN00NNN000000040Y0900000002726760000000005002001020100000000010791600000000005395815300012       0 NN00000329,6
39010,현대에이치티                            ST3100910280000NNN NNNNNNNN0NNNNNNNN0000073000000100001NNN00NNN000000100N0900000000522790000000005002000072000000000000862500000000000431250000012       0 NN000001689,1
39240,경남스틸                                ST3100910260000NNN NNNNNNNN0NNNNNNNN0000028550000100001NNN00NNN000000100N0900000002122210000000001002000030700000000002697900000000000269796040012       0 NN0000039,2
39340,한국경제TV                              ST3101500000000NNN NNNNNNNN0NNNNNNNN0000051800000100001NNN00NNN000000100N0900000000124280000000005002004073000000000002250000000000001150000000012       0 NN0000003,6
39420,케이엘넷                                ST3000000000000NNN NNNNNNNN0NNNNNNNN0000028400000100001NNN00NNN000000100N0900000001430800000000005002002031200000000002415400000000001207736500012       0 NN0000002,1
39440,에스티아이                              ST2100910270000NNN NNNNNNNN0NNNNNNNN0000236000000100001NNN00NNN000000040Y0900000001842220000000005002002022800000000001583000000000000791500000012       0 NN00000171,0
