단축코드,한글명,시가총액,per,pbr,ROE,부채비율,배당수익률
196230,RISE 단기통안채                         EF 000000000000NNN0NNN2NNNNNNNNN0NNYNNNNN0001162500000100001NNN00NNN000000030Y0900000000035350000000000002014051900000000000274600000000000000000000012       0 NNN00,3192.0,0.0,0.0,0.0,0.0,0.0
200030,KODEX 미국S&P500산업재(합성)            EF 000000000000NNN0NNN2NNNNNNNNN0NNYNNNNN0000382750000100001NNN00NNN000000060Y0900000000036240000000000002014061200000000000113900000000000000000000012       0 NNN0000,437.0,0.0,0.0,0.0,0.0,0.0
200250,KIWOOM 인도Nifty50(합성)                EF 000000000000NNN0NNN2NNNNNNNNN0NNYNNNNN0000259800000100001NNN00NNN000000060Y0900000000481920000000000002014062600000000000900000000000000000000000012       0 NNN0,2322.0,0.0,0.0,0.0,0.0,0.0
200880,서연이화                                ST3002700150000 NN0NNY NNYNNNNNN0NNNNNNNN0000128000000100001NNN00NNN000000040Y0900000004446940000000005002014080800000000002702800000000001351421850012       0 NNY0,3522.0,2.39,0.32,2.38,172.0,50.0
203780,TIGER 미국나스닥바이오                  EF 000000000000NNN0NNN2NNNNNNNNN0NNYNNNNN0000274600000100001NNN00NNN000000030Y0900000000374770000000000002014082700000000000262000000000000000000000012       0 NNN00000,734.0,0.0,0.0,0.0,0.0,0.09
204210,스타에스엠리츠                          RT3002800000000 N 0NNN NN    N  0  Y     0000020350000100001YNY00NNN000000100N09000000000000000000000500020160922000000000007826000000000039134075000         0 NNY0000,159.0,0.0,0.0,0.0,0.0,0.0
204320,HL만도                                  ST2002700150000 NN8NNY NNYNNNNNN0NNNNNNNN0000364500000100001NNN00NNN000000040Y0900000005204500000000010002014100600000000004695700000000004695712000012       0 NY,18102.0,13.93,0.72,2.69,182.48,70.0
204450,KODEX 차이나H레버리지(H)                EF 000000000000NNN0NNN2NNNNNNNNN0NNNNNNNN0000030650000100001NNN00NNN000000100N0900000002553320000000000002014091200000000001670000000000000000000000012       0 NNN0000,501.0,0.0,0.0,0.0,0.0,0.0
204480,TIGER 차이나CSI300레버리지(합성)        EF 000000000000NNN0NNN2NNNNNNNNN0NNNNNNNN0000268000000100001NNN00NNN000000100N0900000000413800000000000002014090100000000000426000000000000000000000012       0 NNN000000,1109.0,0.0,0.0,0.0,0.0,0.0
205720,ACE 일본TOPIX인버스(합성 H)             EF 000000000000NNN0NNN2NNNNNNNNN0NNNNNNNN0000019140000100001NNN00NNN000000100N0900000000130850000000000002014092900000000000360000000000000000000000012       0 NNN0000,68.0,0.0,0.0,0.0,0.0,0.0
207940,삼성바이오로직스                        ST1002700090000 N AYYY YY    N  0  N     0012210000000100001YNN00NNN000000020Y0900000000000000000000025002016111000000000007117400000000017793500000012       0 NYY00002,869035.0,80.22,7.97,12.44,53.18,0.0
210540,디와이파워                              ST3002700120000 NN0NNN NNNNNNNNN0NNNNNNNN0000127000000100001NNN00NNN000000060Y0900000000458160000000005002015011500000000001104100000000000552085400012       0 NNY00,1413.0,6.45,0.48,9.01,23.07,70.0
210780,TIGER 코스피고배당                      EF 000000000000NNN0NNN2NNNNNNNNN0NNYNNNNN0000191100000100001NNN00NNN000000030Y0900000000755310000000000002014120500000000000324000000000000000000000012       0 NNN000,619.0,0.0,0.0,0.0,0.0,0.63
210980,SK디앤디                                ST3002800000000 NN0NNN NNNNNNNNN0NNNNNNNN0000127500000100001NNN00NNN000000060Y0900000000354390000000010002015062300000000001861700000000001861738200012       0 NNY,2374.0,5.65,0.42,8.81,164.24,20.0
211560,TIGER 배당성장                          EF 000000000000NNN0NNN2NNNNNNNNN0NNYNNNNN0000262100000100001NNN00NNN000000030Y0900000000393160000000000002014121700000000000222000000000000000000000012       0 NNN0,584.0,0.0,0.0,0.0,0.0,0.67
211900,KODEX 코리아배당성장                    EF 000000000000NNN0NNN2NNNNNNNNN0NNYNNNNN0000210250000100001NNN00NNN000000100N0900000000772730000000000002014121700000000000290000000000000000000000012       0 NNN0000,614.0,0.0,0.0,0.0,0.0,0.28
213500,한솔제지                                ST3002700070000 NN0NNN NNNNNNNNN0NNNNNNNN0000082300000100001NNN00NNN000000060Y0900000000980050000000050002015012600000000002380000000000011900288000012       0 NNY0,1935.0,-6.37,0.28,4.34,185.65,4.0
213610,KODEX 삼성그룹밸류                      EF 000000000000NNN0NNN2NNNNNNNNN0NNYNNNNN0000124300000100001NNN00NNN000000030Y0900000000747030000000000002015010800000000001190000000000000000000000012       0 NNN000,1501.0,0.0,0.0,0.0,0.0,2.88
213630,PLUS 미국다우존스고배당주(합성 H)       EF 000000000000NNN0NNN2NNNNNNNNN0NNYNNNNN0000182800000100001NNN00NNN000000100N0900000000069790000000000002015012600000000000102000000000000000000000012       0 NNN000000000,186.0,0.0,0.0,0.0,0.0,0.0
214320,이노션                                  ST2002600000000 NN0NNN NNNNNNNNN0NNNNNNNN0000172200000100001NNN00NNN000000040Y0900000002196360000000005002015071700000000004000000000000002000000000012       0 NNY,6860.0,6.84,0.68,6.48,145.16,0.0
214330,금호에이치티                            ST3002700150000 NN0NNN NNNNNNNNN0NNNNNNNN0000005770000100001NNN00NNN000000060Y0900000005659450000000005002015111100000000021804600000000011152325500012       0 NNY000,1245.0,-8.16,0.38,0.11,40.12,0.0
214390,경보제약                                ST3002700090000 NN0NNY NNNNYNNNN0NNNNNNNN0000058100000100001NNN00NNN000000050Y0900000000277840000000005002015062900000000002390600000000001195343000012       0 NNY0,1411.0,30.41,0.97,3.19,94.24,10.0
214420,토니모리                                ST3002700080000 NN0NNN NNNNNNNNN0NNNNNNNN0000100400000100001NNN00NNN000000100N0900000025939160000000002002015071000000000002405400000000000481095980012       0 NNY0,2302.0,14.07,2.04,8.45,92.69,60.0
214980,KODEX 단기채권PLUS                      EF 000000000000NNN0NNN2NNNNNNNNN0NNYNNNNN0001149850000100001NNN00NNN000000030Y0900000000729240000000000002015030300000000001485400000000000000000000012       0 NNN0,17075.0,0.0,0.0,0.0,0.0,0.23
215620,HK S&P코리아로우볼                      EF 000000000000NNN0NNN2NNNNNNNNN0NNYNNNNN0000157850000100001NNN00NNN000000100N0900000000000180000000000002015032500000000000063000000000000000000000012       0 NNN000,98.0,0.0,0.0,0.0,0.0,2.58
217770,TIGER 원유선물인버스(H)                 EF 000000000000NNN0NNN2NNNNNNNNN0NNNNNNNN0000027200000100001NNN00NNN000000100N0900000000214210000000000002015042900000000000215000000000000000000000012       0 NNN0000,58.0,0.0,0.0,0.0,0.0,0.0
217780,TIGER 차이나CSI300인버스(합성)          EF 000000000000NNN0NNN2NNNNNNNNN0NNNNNNNN0000058450000100001NNN00NNN000000100N0900000000074640000000000002015061000000000000160000000000000000000000012       0 NNN00000,95.0,0.0,0.0,0.0,0.0,0.0
218420,KODEX 미국S&P500에너지(합성)            EF 000000000000NNN0NNN2NNNNNNNNN0NNYNNNNN0000145850000100001NNN00NNN000000060Y0900000000134280000000000002015042800000000000181600000000000000000000012       0 NNN0000,263.0,0.0,0.0,0.0,0.0,0.0
219390,RISE 미국S&P원유생산기업(합성 H)        EF 000000000000NNN0NNN2NNNNNNNNN0NNYNNNNN0000055950000100001NNN00NNN000000100N0900000000301230000000000002015060200000000000275000000000000000000000012       0 NNN0000000,154.0,0.0,0.0,0.0,0.0,0.0
219480,KODEX 미국S&P500선물(H)                 EF 000000000000NNN0NNN2NNNNNNNNN0NNNNNNNN0000304750000100001NNN00NNN000000030Y0900000000370890000000000002015052900000000000495000000000000000000000012       0 NNN0,1504.0,0.0,0.0,0.0,0.0,0.0
219900,ACE 중국본토CSI300레버리지(합성)        EF 000000000000NNN0NNN2NNNNNNNNN0NNNNNNNN0000045300000100001NNN00NNN000000100N0900000000202520000000000002015052800000000000180000000000000000000000012       0 NNN0000000,78.0,0.0,0.0,0.0,0.0,0.0
220130,SOL 차이나강소기업CSI500(합성 H)        EF 000000000000NNN0NNN2NNNNNNNNN0NNYNNNNN0000060900000100001NNN00NNN000000100N0900000000077770000000000002015060800000000000080000000000000000000000012       0 NNN000000,48.0,0.0,0.0,0.0,0.0,0.0
223190,KODEX 200가치저변동                     EF 000000000000NNN0NNN2NNNNNNNNN0NNYNNNNN0000170050000100001NNN00NNN000000100N0900000000077200000000000002015062600000000000100000000000000000000000012       0 NNN00,173.0,0.0,0.0,0.0,0.0,5.35
225030,TIGER 미국S&P500선물인버스(H)           EF 000000000000NNN0NNN2NNNNNNNNN0NNNNNNNN0000025300000100001NNN00NNN000000100N0900000000454910000000000002015072900000000000275000000000000000000000012       0 NNN0000,70.0,0.0,0.0,0.0,0.0,0.0
225040,TIGER 미국S&P500레버리지(합성 H)        EF 000000000000NNN0NNN2NNNNNNNNN0NNNNNNNN0000577250000100001NNN00NNN000000100N0900000000188650000000000002015072900000000000116000000000000000000000012       0 NNN00000,667.0,0.0,0.0,0.0,0.0,0.0
225050,TIGER 유로스탁스레버리지(합성 H)        EF 000000000000NNN0NNN2NNNNNNNNN0NNNNNNNN0000139500000100001NNN00NNN000000100N0900000000000280000000000002015072900000000000050000000000000000000000012       0 NNN00000000,70.0,0.0,0.0,0.0,0.0,0.0
225060,TIGER 이머징마켓MSCI레버리지(합성 H)    EF 000000000000NNN0NNN2NNNNNNNNN0NNNNNNNN0000122350000100001NNN00NNN000000100N0900000000010190000000000002015072900000000000106000000000000000000000012       0 NNN00000000,129.0,0.0,0.0,0.0,0.0,0.0
225130,ACE 골드선물 레버리지(합성 H)           EF 000000000000NNN0NNN2NNNNNNNNN0NNNNNNNN0000473800000100001NNN00NNN000000100N0900000000156190000000000002015072800000000000050000000000000000000000012       0 NNN0000000,242.0,0.0,0.0,0.0,0.0,0.0
225800,KIWOOM 미국달러선물레버리지             EF 000000000000NNN0NNN2NNNNNNNNN0NNNNNNNN0000158500000100001NNN00NNN000000100N0900000000002080000000000002015081000000000000065000000000000000000000012       0 NNN0000000,103.0,0.0,0.0,0.0,0.0,0.0
226320,잇츠한불                                ST3002700080000 NN0NNN NNNNNNNNN0NNNNNNNN0000122200000100001NNN00NNN000000040Y0900000001018280000000005002015122800000000002192900000000001096465750012       0 NNY0,2588.0,15.67,0.68,1.29,4.41,50.0
226380,ACE Fn성장소비주도주                    EF 000000000000NNN0NNN2NNNNNNNNN0NNYNNNNN0000068100000100001NNN00NNN000000100N0900000000014630000000000002015081900000000000080000000000000000000000012       0 NNN0000,55.0,0.0,0.0,0.0,0.0,0.74
226490,KODEX 코스피                            EF 000000000000NNN0NNN2NNNNNNNNN0NNYNNNNN0000418600000100001NNN00NNN000000030Y0900000006692740000000000002015082400000000001630000000000000000000000012       0 NNN,6853.0,0.0,0.0,0.0,0.0,3.0
226980,KODEX 200 중소형                        EF 000000000000NNN0NNN2NNNNNNNNN0NNYNNNNN0000201150000100001NNN00NNN000000100N0900000000124940000000000002015090100000000000080000000000000000000000012       0 NNN,161.0,0.0,0.0,0.0,0.0,2.85
227540,TIGER 200 헬스케어                      EF 000000000000NNN0NNN2NNNNNNNNN0NNYNNNNN0000210250000100001NNN00NNN000000030Y0900000001490320000000000002015092300000000000176000000000000000000000012       0 NNN0,378.0,0.0,0.0,0.0,0.0,0.35
227550,TIGER 200 산업재                        EF 000000000000NNN0NNN2NNNNNNNNN0NNYNNNNN0000111700000100001NNN00NNN000000100N0900000000034090000000000002015092300000000000136000000000000000000000012       0 NNN,151.0,0.0,0.0,0.0,0.0,1.99
227560,TIGER 200 생활소비재                    EF 000000000000NNN0NNN2NNNNNNNNN0NNYNNNNN0000118500000100001NNN00NNN000000100N0900000000021270000000000002015092300000000000048000000000000000000000012       0 NNN00,57.0,0.0,0.0,0.0,0.0,0.3
227570,TIGER 우량가치                          EF 000000000000NNN0NNN2NNNNNNNNN0NNYNNNNN0000153500000100001NNN00NNN000000100N0900000000026820000000000002015092300000000000048000000000000000000000012       0 NNN0,74.0,0.0,0.0,0.0,0.0,2.92
227830,PLUS 코스피                             EF 000000000000NNN0NNN2NNNNNNNNN0NNYNNNNN0000422700000100001NNN00NNN000000100N0900000000011130000000000002015092300000000000025000000000000000000000012       0 NNN,106.0,0.0,0.0,0.0,0.0,0.33
227840,현대코퍼레이션홀딩스                    ST3001600000000 NN0NNN NNNNNNNNN0NNNNNNNN0000118600000100001NNN00NNN000000100N0900000000151730000000050002015102300000000000910000000000004550418000012       0 NNY0000012,1069.0,2.51,0.36,11.52,24.3,10.0
228790,TIGER 화장품                            EF 000000000000NNN0NNN2NNNNNNNNN0NNYNNNNN0000037450000100001NNN00NNN000000030Y0900000070707110000000000002015100700000000011031000000000000000000000012       0 NNN,4120.0,0.0,0.0,0.0,0.0,0.14
228800,TIGER 여행레저                          EF 000000000000NNN0NNN2NNNNNNNNN0NNYNNNNN0000034250000100001NNN00NNN000000030Y0900000009689640000000000002015100700000000003420000000000000000000000012       0 NNN0,1165.0,0.0,0.0,0.0,0.0,0.89
228810,TIGER 미디어컨텐츠                      EF 000000000000NNN0NNN2NNNNNNNNN0NNYNNNNN0000065450000100001NNN00NNN000000030Y0900000007074160000000000002015100700000000002178000000000000000000000012       0 NNN000,1435.0,0.0,0.0,0.0,0.0,0.07
228820,TIGER KTOP30                            EF 000000000000NNN0NNN2NNNNNNNNN0NNYNNNNN0000113100000100001NNN00NNN000000100N0900000000125690000000000002015101400000000000090000000000000000000000012       0,103.0,0.0,0.0,0.0,0.0,0.39
229200,KODEX 코스닥150                         EF 000000000000NNN0NNN2NNNNNNNNN0NNYNNNNN0000152250000100001NNN00NNN000000030Y0900000096380170000000000002015100100000000008295000000000000000000000012       0 NNN,12745.0,0.0,0.0,0.0,0.0,0.41
229640,LS에코에너지                            ST2002100000000 N 0NNY NN    N  0  N     0000472500000100001NNN00NNN000000060Y0900000004355100000000005002016092200000000003062400000000001531243950012       0 NYY00,14118.0,45.2,7.61,29.47,121.19,40.0
229720,KODEX KTOP30                            EF 000000000000NNN0NNN2NNNNNNNNN0NNYNNNNN0000224750000100001NNN00NNN000000100N0900000000055020000000000002015101400000000000050000000000000000000000012       0,114.0,0.0,0.0,0.0,0.0,2.73
230480,KIWOOM 미국달러선물인버스2X             EF 000000000000NNN0NNN2NNNNNNNNN0NNNNNNNN0000045100000100001NNN00NNN000000100N0900000000096840000000000002015111600000000000242000000000000000000000012       0 NNN000000,110.0,0.0,0.0,0.0,0.0,0.0
232080,TIGER 코스닥150                         EF 000000000000NNN0NNN2NNNNNNNNN0NNYNNNNN0000155850000100001NNN00NNN000000030Y0900000006261500000000000002015111200000000001172000000000000000000000012       0 NNN,1846.0,0.0,0.0,0.0,0.0,0.33
233160,TIGER 코스닥150 레버리지                EF 000000000000NNN0NNN2NNNNNNNNN0NNNNNNNN0000127650000100001NNN00NNN000000100N0900000004694120000000000002015121700000000000570000000000000000000000012       0 NNN0000,744.0,0.0,0.0,0.0,0.0,0.0
233740,KODEX 코스닥150레버리지                 EF 000000000000NNN0NNN2NNNNNNNNN0NNNNNNNN0000113250000100001NNN00NNN000000100N0900000257668560000000000002015121700000000014870000000000000000000000012       0 NNN0000,17219.0,0.0,0.0,0.0,0.0,0.0
234080,JW생명과학                              ST3002700090000 N 0NNN NN    N  0  N     0000134500000100001NNN00NNN000000050Y0900000000489800000000025002016102700000000001583400000000003958638500012       0 NNY0,2130.0,4.84,1.03,16.85,48.92,20.0
234310,RISE V&S셀렉트밸류                      EF 000000000000NNN0NNN2NNNNNNNNN0NNYNNNNN0000197450000100001NNN00NNN000000100N0900000000006390000000000002016020200000000000050000000000000000000000012       0 NNN00,99.0,0.0,0.0,0.0,0.0,1.47
236350,TIGER 인도니프티50레버리지(합성)        EF 000000000000NNN0NNN2NNNNNNNNN0NNNNNNNN0000432300000100001NNN00NNN000000100N0900000000051870000000000002016051300000000000076000000000000000000000012       0 NNN00000000,328.0,0.0,0.0,0.0,0.0,0.0
237350,KODEX 코스피100                         EF 000000000000NNN0NNN2NNNNNNNNN0NNYNNNNN0000450400000100001NNN00NNN000000030Y0900000005867660000000000002016012700000000000445000000000000000000000012       0 NNN,2025.0,0.0,0.0,0.0,0.0,3.61
237370,KODEX 코리아배당성장채권혼합            EF 000000000000NNN0NNN2NNNNNNNNN0NNYNNNNN0000145350000100001NNN00NNN000000030Y0900000000903380000000000002016012700000000000740000000000000000000000012       0 NNN00000000,1079.0,0.0,0.0,0.0,0.0,0.28
237440,TIGER 경기방어채권혼합                  EF 000000000000NNN0NNN2NNNNNNNNN0NNYNNNNN0000100450000100001NNN00NNN000000100N0900000000112450000000000002016012700000000000080000000000000000000000012       0 NNN00000,80.0,0.0,0.0,0.0,0.0,0.89
238670,PLUS 스마트베타Quality채권혼합          EF 000000000000NNN0NNN2NNNNNNNNN0NNYNNNNN0000121800000100001NNN00NNN000000100N0900000000073760000000000002016022400000000000030000000000000000000000012       0 NNN000000,37.0,0.0,0.0,0.0,0.0,1.05
238720,ACE 일본Nikkei225(H)                    EF 000000000000NNN0NNN2NNNNNNNNN0NNYNNNNN0000368800000100001NNN00NNN000000100N0900000000326140000000000002016030300000000000080000000000000000000000012       0 NN,303.0,0.0,0.0,0.0,0.0,0.0
239660,PLUS 우량회사채50                       EF 000000000000NNN0NNN2NNNNNNNNN0NNYNNNNN0001214400000100001NNN00NNN000000100N0900000000007150000000000002016032200000000000014000000000000000000000012       0 NNN00,170.0,0.0,0.0,0.0,0.0,0.0
241180,TIGER 일본니케이225                     EF 000000000000NNN0NNN2NNNNNNNNN0NNYNNNNN0000291200000100001NNN00NNN000000030Y0900000000994660000000000002016033100000000001210000000000000000000000012       0 NNN00,3567.0,0.0,0.0,0.0,0.0,2.0
241390,RISE V&S셀렉트밸류채권혼합              EF 000000000000NNN0NNN2NNNNNNNNN0NNYNNNNN0000137600000100001NNN00NNN000000100N0900000000128730000000000002016041200000000000120000000000000000000000012       0 NNN000000,166.0,0.0,0.0,0.0,0.0,1.3
241560,두산밥캣                                ST1002700120000 N 2YNY NY    N  0  N     0000631000000100001NNN00NNN000000030Y0900000005684910000000005002016111800000000009585600000000005012458300012       0 NYY0,57801.0,10.73,0.87,6.92,75.77,80.0
241590,화승엔터프라이즈                        ST3002700060000 N 0NNN NN    N  0  N     0000051600000100001NNN00NNN000000040Y0900000003280740000000005002016100400000000006058900000000003029463800012       0 NNY00000,3090.0,9.34,0.59,-4.04,168.23,9.0
243880,TIGER 200IT레버리지                     EF 000000000000NNN0NNN2NNNNNNNNN0NNNNNNNN0000835350000100001NNN00NNN000000100N0900000000393500000000000002016051300000000000060000000000000000000000012       0 NNN0,509.0,0.0,0.0,0.0,0.0,0.0
243890,TIGER 200에너지화학레버리지             EF 000000000000NNN0NNN2NNNNNNNNN0NNNNNNNN0000079300000100001NNN00NNN000000100N0900000000855120000000000002016051300000000000072500000000000000000000012       0 NNN000000,56.0,0.0,0.0,0.0,0.0,0.0
244580,KODEX 바이오                            EF 000000000000NNN0NNN2NNNNNNNNN0NNYNNNNN0000107250000100001NNN00NNN000000030Y0900000018735130000000000002016051300000000001872000000000000000000000012       0 NNN,2081.0,0.0,0.0,0.0,0.0,0.14
244620,KODEX 모멘텀Plus                        EF 000000000000NNN0NNN2NNNNNNNNN0NNYNNNNN0000152700000100001NNN00NNN000000100N0900000000010910000000000002016051300000000000060000000000000000000000012       0 NNN,92.0,0.0,0.0,0.0,0.0,2.54
244660,KODEX 퀄리티Plus                        EF 000000000000NNN0NNN2NNNNNNNNN0NNYNNNNN0000090000000100001NNN00NNN000000100N0900000000005920000000000002016051300000000000050000000000000000000000012       0 NNN,45.0,0.0,0.0,0.0,0.0,1.8
244670,KODEX 밸류Plus                          EF 000000000000NNN0NNN2NNNNNNNNN0NNYNNNNN0000098550000100001NNN00NNN000000100N0900000000023500000000000002016051300000000000060000000000000000000000012       0 NN,59.0,0.0,0.0,0.0,0.0,2.03
244920,에이플러스에셋                          ST3002100000000 N 0NNN NN    N  0  N     0000061200000100001NNN00NNN000000100N0900000004879920000000005002020112000000000002260700000000001130384650012       0 NNY0000,1408.0,56.64,0.94,15.0,99.09,40.0
245340,TIGER 미국다우존스30                    EF 000000000000NNN0NNN2NNNNNNNNN0NNYNNNNN0000330900000100001NNN00NNN000000030Y0900000000200790000000000002016070100000000000360000000000000000000000012       0 NNN000,1188.0,0.0,0.0,0.0,0.0,0.22
245350,TIGER 유로스탁스배당30                  EF 000000000000NNN0NNN2NNNNNNNNN0NNYNNNNN0000168850000100001NNN00NNN000000030Y0900000000045880000000000002016070100000000000160000000000000000000000012       0 NNN0000,268.0,0.0,0.0,0.0,0.0,0.7
245360,TIGER 차이나HSCEI                       EF 000000000000NNN0NNN2NNNNNNNNN0NNYNNNNN0000141100000100001NNN00NNN000000030Y0900000000407800000000000002016061600000000000365000000000000000000000012       0 NNN,509.0,0.0,0.0,0.0,0.0,0.7
245710,ACE 베트남VN30(합성)                    EF 000000000000NNN0NNN2NNNNNNNNN0NNYNNNNN0000296650000100001NNN00NNN000000060Y0900000000539040000000000002016070100000000001310000000000000000000000012       0 NNN00,3830.0,0.0,0.0,0.0,0.0,0.0
248070,솔루엠                                  ST2002700130000 N 0NNY NN    N  0  N     0000178500000100001NNN00NNN000000040Y0900000001926900000000005002021020200000000004781600000000002500277550012       0 NYY,8559.0,22.66,1.89,6.08,178.37,0.0
248170,샘표식품                                ST3002700050000 NN0NNN NNNNNNNNN0NNNNNNNN0000267500000100001NNN00NNN000000060Y0900000000351750000000005002016080900000000000456800000000000228414300012       0 NNY0,1215.0,12.07,0.49,4.46,51.02,40.0
248270,TIGER S&P글로벌헬스케어(합성)           EF 000000000000NNN0NNN2NNNNNNNNN0NNYNNNNN0000237050000100001NNN00NNN000000060Y0900000000060510000000000002016070100000000000102000000000000000000000012       0 NNN000000,242.0,0.0,0.0,0.0,0.0,0.0
249420,일동제약                                ST3002700090000 NN0NNN NNNNNNNNN0NNNNNNNN0000224500000100001NNN00NNN000000100N0900000008170550000000010002016083100000000003163800000000003163825200012       0 NNY0,7435.0,-144.17,4.04,-2.44,264.37,0.0
250730,RISE 차이나HSCEI(H)                     EF 000000000000NNN0NNN2NNNNNNNNN0NNYNNNNN0000113750000100001NNN00NNN000000030Y0900000000167700000000000002016081000000000000190000000000000000000000012       0 NNN,213.0,0.0,0.0,0.0,0.0,0.0
250780,TIGER 코스닥150선물인버스               EF 000000000000NNN0NNN2NNNNNNNNN0NNNNNNNN0000030400000100001NNN00NNN000000100N0900000002070750000000000002016081000000000000480000000000000000000000012       0 NNN00000,144.0,0.0,0.0,0.0,0.0,0.0
251270,넷마블                                  ST1002900000000 N BYNY NY    N  0  N     0000548000000100001NNN00NNN000000060Y0900000002404680000000001002017051200000000008595300000000000859535020012       0 NYY,46501.0,181.54,0.8,8.72,43.32,417.0
251340,KODEX 코스닥150선물인버스               EF 000000000000NNN0NNN2NNNNNNNNN0NNNNNNNN0000030100000100001NNN00NNN000000060Y0900000253092320000000000002016081000000000008440000000000000000000000012       0 NNN00000,2507.0,0.0,0.0,0.0,0.0,0.0
251350,KODEX MSCI선진국                        EF 000000000000NNN0NNN2NNNNNNNNN0NNYNNNNN0000360750000100001NNN00NNN000000030Y0900000000588520000000000002016081700000000001215000000000000000000000012       0 NNN,4359.0,0.0,0.0,0.0,0.0,1.07
251590,PLUS 고배당저변동50                     EF 000000000000NNN0NNN2NNNNNNNNN0NNYNNNNN0000154550000100001NNN00NNN000000100N0900000000041980000000000002016081100000000000065000000000000000000000012       0 NNN000,100.0,0.0,0.0,0.0,0.0,0.3
251600,PLUS 고배당주채권혼합                   EF 000000000000NNN0NNN2NNNNNNNNN0NNYNNNNN0000138950000100001NNN00NNN000000030Y0900000004460690000000000002016081100000000002500000000000000000000000012       0 NNN00000,3470.0,0.0,0.0,0.0,0.0,0.45
252000,TIGER 200동일가중                       EF 000000000000NN 0NNN2NN    N  0  Y     0000161800000100001NNN00NNN000000100N0900000000007830000000000002016092000000000000055000000000000000000000012       0 NNN0,89.0,0.0,0.0,0.0,0.0,0.35
252400,RISE 200선물레버리지                    EF 000000000000NN 0NNN2NN    N  0  N     0000400100000100001NNN00NNN000000100N0900000001658390000000000002016091200000000000100000000000000000000000012       0 NNN000,410.0,0.0,0.0,0.0,0.0,0.0
252410,RISE 200선물인버스                      EF 000000000000NN 0NNN2NN    N  0  N     0000033500000100001NNN00NNN000000100N0900000000025840000000000002016091200000000000080000000000000000000000012       0 NNN00,26.0,0.0,0.0,0.0,0.0,0.0
252420,RISE 200선물인버스2X                    EF 000000000000NN 0NNN2NN    N  0  N     0000007260000100001NNN00NNN000000100N0900000007632370000000000002016092200000000001250000000000000000000000012       0 NNN00,88.0,0.0,0.0,0.0,0.0,0.0
252650,KODEX 200동일가중                       EF 000000000000NN 0NNN2NN    N  0  Y     0000153000000100001NNN00NNN000000100N0900000000003710000000000002016092000000000000060000000000000000000000012       0 NNN0,92.0,0.0,0.0,0.0,0.0,2.49
252670,KODEX 200선물인버스2X                   EF 000000000000NN 0NNN2NN    N  0  N     0000007190000100001NNN00NNN000000100N0900013170280960000000000002016092200000000204130000000000000000000000012       0 NNN00,14330.0,0.0,0.0,0.0,0.0,0.0
252710,TIGER 200선물인버스2X                   EF 000000000000NN 0NNN2NN    N  0  N     0000007640000100001NNN00NNN000000100N0900000159454990000000000002016092200000000008130000000000000000000000012       0 NNN00,606.0,0.0,0.0,0.0,0.0,0.0
253150,PLUS 200선물레버리지                    EF 000000000000NN 0NNN2NN    N  0  N     0000807300000100001NNN00NNN000000100N0900000000008250000000000002016092900000000000025000000000000000000000012       0 NNN000,207.0,0.0,0.0,0.0,0.0,0.0
253160,PLUS 200선물인버스2X                    EF 000000000000NN 0NNN2NN    N  0  N     0000014740000100001NNN00NNN000000100N0900000002223950000000000002016092200000000000185000000000000000000000012       0 NNN00,27.0,0.0,0.0,0.0,0.0,0.0
253230,KIWOOM 200선물인버스2X                  EF 000000000000NN 0NNN2NN    N  0  N     0000007310000100001NNN00NNN000000100N0900000002471840000000000002016092200000000000447000000000000000000000012       0 NNN00,32.0,0.0,0.0,0.0,0.0,0.0
253240,KIWOOM 200선물인버스                    EF 000000000000NN 0NNN2NN    N  0  N     0000034100000100001NNN00NNN000000100N0900000000082430000000000002016091200000000000060000000000000000000000012       0 NNN00,20.0,0.0,0.0,0.0,0.0,0.0
253250,KIWOOM 200선물레버리지                  EF 000000000000NN 0NNN2NN    N  0  N     0000395150000100001NNN00NNN000000100N0900000002466430000000000002016091200000000000051000000000000000000000012       0 NNN000,206.0,0.0,0.0,0.0,0.0,0.0
253280,RISE 헬스케어                           EF 000000000000NN 0NNN2NN    N  0  Y     0000155800000100001NNN00NNN000000100N0900000000626620000000000002016092300000000000060000000000000000000000012       0 NNN0,95.0,0.0,0.0,0.0,0.0,0.19
253290,RISE 헬스케어채권혼합                   EF 000000000000NN 0NNN2NN    N  0  Y     0000125900000100001NNN00NNN000000100N0900000000139280000000000002016092300000000000120000000000000000000000012       0 NNN00000,152.0,0.0,0.0,0.0,0.0,0.49
256440,ACE MSCI인도네시아(합성)                EF 000000000000NN 0NNN2NN    N  0  Y     0000086100000100001NNN00NNN000000060Y0900000000388340000000000002016110100000000000440000000000000000000000012       0 NNN0000,380.0,0.0,0.0,0.0,0.0,0.0
256450,PLUS 심천차이넥스트(합성)               EF 000000000000NN 0NNN2NN    N  0  Y     0000141950000100001NNN00NNN000000100N0900000000060980000000000002016110800000000000050000000000000000000000012       0 NNN000000,70.0,0.0,0.0,0.0,0.0,0.0
256750,KODEX 차이나심천ChiNext(합성)           EF 000000000000NN 0NNN2NN    N  0  Y     0000146700000100001NNN00NNN000000060Y0900000002481320000000000002016110800000000000305100000000000000000000012       0 NNN0000,438.0,0.0,0.0,0.0,0.0,0.0
